60.144	0.02398
43.342	0.03515
71.981	0.01807
8.741	1.10856
88.206	0.01282
86.278	0.0215
35.348	0.0371
78.391	0.02472
20.897	0.28552
88.899	0.01252
3.544	0.66545
52.909	0.03872
31.188	0.06849
50.404	0.01615
21.342	0.07514
31.142	0.17571
33.503	0.08428
33.654	0.02756
39.055	0.11315
77.083	0.02114
89.533	0.01279
28.142	0.05817
78.833	0.01715
17.949	0.17315
56.189	0.02502
31.056	0.07878
73.27	0.02396
52.734	0.03287
8.778	0.10022
64.217	0.0228
12.689	0.06236
21.313	0.06756
65.555	0.02445
14.746	0.40216
12.451	0.30725
75.053	0.01935
48.396	0.03822
21.328	0.06433
59.721	0.01107
4.953	0.48662
56.406	0.01196
21.636	0.05771
38.566	0.06144
46.705	0.02646
49.186	0.04737
37.806	0.04197
72.376	0.02286
2.501	0.36571
20.326	0.16019
46.124	0.07378
58.17	0.06225
76.34	0.00919
53.628	0.01
74.09	0.01532
43.261	0.01927
13.945	0.08036
27.992	0.05201
89.262	0.0115
8.702	0.5783
76.527	0.01976
4.138	0.72167
42.79	0.05242
73.765	0.09593
21.657	0.06772
78.015	0.02707
15.815	0.22133
2.039	0.95082
32.522	0.05458
59.794	0.01969
61.912	0.01108
4.307	0.56702
60.805	0.01964
76.071	0.01867
40.56	0.03447
34.573	0.05327
89.996	0.0119
11.233	0.42862
89.374	0.00912
1.21	0.80898
33.298	0.06863
81.045	0.01732
17.26	0.95288
72.518	0.01886
77.778	0.01949
36.248	0.07375
77.104	0.01619
30.503	0.05453
70.584	0.01365
48.158	0.0483
87.41	0.01427
63.207	0.03829
44.317	0.0139
34.414	0.04985
51.617	0.02152
21.371	0.06257
77.986	0.01331
45.165	0.02032
55.84	0.02313
68.694	0.01911
86.483	0.01504
33.418	0.02805
77.547	0.01165
78.844	0.02749
58.937	0.02127
51.953	0.0419
19.424	0.04856
82.565	0.01868
84.514	0.03367
24.933	0.0527
65.378	0.01392
31.448	0.03399
81.211	0.02598
29.299	0.05856
1.658	0.57973
78.332	0.03076
79.878	0.01436
7.144	0.19813
45.145	0.01258
53.576	0.01373
67.885	0.03465
89.814	0.01261
4.569	1.04762
13.418	0.21151
22.125	0.10812
22.574	0.14523
55.353	0.06022
69.473	0.01936
54.402	0.04034
45.936	0.05052
85.763	0.02198
80.8	0.0158
15.025	0.08638
47.759	0.01212
16.809	0.04753
1.393	0.71512
14.731	0.03653
68.39	0.0239
49.465	0.01657
86.375	0.01601
78.687	0.01417
57.049	0.03362
28.064	0.03292
11.826	0.08276
77.276	0.0334
11.476	0.13558
11.301	0.06368
65.472	0.0247
79.163	0.02604
41.805	0.06115
33.014	0.07712
63.217	0.02641
49.52	0.01633
86.972	0.01637
41.554	0.01547
82.134	0.01888
13.509	0.13116
27.03	0.07222
45.192	0.07509
63.773	0.03666
25.019	0.08358
64.277	0.016
40.729	0.17281
83.984	0.01018
51.111	0.01257
21.565	0.03338
11.591	0.10053
87.665	0.01148
52.872	0.02846
11.395	0.22955
40.343	0.02734
55.094	0.02557
23.094	0.23885
53.008	0.03017
65.627	0.02084
65.647	0.02677
47.169	0.06824
29.999	0.03885
33.452	0.043
30.506	0.04251
33.222	0.04263
52.985	0.02781
14.303	0.1187
77.626	0.01322
69.288	0.01818
63.501	0.02418
37.145	0.09511
18.768	0.05343
18.728	0.38933
10.341	0.22669
89.51	0.01158
25.962	0.05785
25.673	0.0774
23.883	0.08483
89.799	0.01242
33.983	0.04341
70.184	0.02518
73.195	0.02377
81.177	0.00909
32.465	0.04562
2.299	0.90997
75.202	0.03221
44.353	0.09218
13.926	0.94813
53.813	0.01148
76.218	0.02026
69.562	0.04015
62.727	0.03106
8	0.52225
51.06	0.02735
67.769	0.01637
23.79	0.02992
33.057	0.03829
13.663	0.37036
84.234	0.01152
78.927	0.03334
49.853	0.0472
15.045	0.84545
46.515	0.05219
34.527	0.05447
48.683	0.05021
3.323	1.03165
53.623	0.02987
46.546	0.0142
3.154	0.56385
72.231	0.021
51.798	0.00611
56.38	0.03249
28.108	0.05599
10.91	0.10542
11.761	0.42548
83.542	0.0118
35.222	0.0569
21.168	0.06348
42.705	0.03268
82.346	0.01823
43.445	0.03219
14.115	0.09056
80.829	0.02501
6.784	0.37171
8.31	0.26771
76.175	0.02877
73.947	0.02084
54.517	0.03557
27.13	0.05433
15.708	0.03934
35.746	0.07344
54.977	0.02422
62.39	0.01225
44.242	0.04468
39.669	0.07214
45.612	0.08275
75.596	0.0162
6.328	0.56625
82.088	0.01481
61.298	0.02724
46.182	0.01321
78.688	0.03182
51.858	0.01706
89.858	0.01289
41.105	0.04901
13.896	0.06224
53.532	0.01063
13.493	0.72042
61.017	0.03983
84.622	0.01181
51.786	0.01317
75.753	0.01281
23.187	0.07789
65.951	0.00759
42.228	0.04116
88.412	0.01103
40.616	0.09491
18.842	0.42091
36.122	0.06026
6.483	0.30983
27.259	0.04319
37.703	0.02974
68.791	0.01663
21.314	0.04583
31.13	0.05947
37.272	0.03464
44.691	0.06173
87.983	0.01537
79.744	0.033
5.198	0.5069
36.445	0.02523
8.825	0.97747
7.494	0.47276
42.279	0.05414
24.132	0.07607
56.228	0.02935
50.612	0.05432
27.635	0.06506
42.989	0.08223
30.786	0.04016
58.412	0.00947
37.852	0.0355
75.1	0.01526
27.117	0.04854
55.688	0.01077
25.382	0.10414
36.422	0.08595
34.335	0.02113
85.019	0.00931
72.162	0.02906
87.615	0.00934
4.658	0.65388
21.95	0.10821
59.253	0.00884
80.988	0.01178
8.826	0.39158
61.106	0.01735
71.526	0.02873
41.993	0.03466
58.906	0.01031
45.276	0.04728
82.935	0.03176
51.35	0.04578
81.955	0.01251
60.64	0.04095
49.032	0.01479
60.318	0.01737
56.734	0.03782
71.3	0.02312
4.193	0.55681
10.062	0.31457
60.441	0.02086
38.545	0.02434
15.451	0.35667
58.47	0.00852
53.398	0.0067
26.17	0.09094
28.277	0.06178
24.956	0.37829
35.662	0.07531
77.085	0.01672
44.707	0.03273
56.404	0.02999
51.759	0.03361
44.603	0.03586
37.282	0.02435
27.694	0.05847
41.659	0.03579
64.725	0.01883
62.665	0.00963
42.199	0.02853
29.677	0.07419
47.253	0.04839
37.068	0.04308
54.418	0.03089
32.521	0.09681
52.18	0.01893
64.045	0.02483
2.71	0.94132
77.07	0.02468
51.87	0.01499
70.778	0.02451
40.861	0.05087
62.081	0.01104
55.243	0.02554
28.365	0.05777
66.366	0.01913
52.557	0.01753
69.582	0.02024
66.507	0.01255
46.526	0.01561
9.895	0.15254
20.008	0.12969
87.727	0.01009
15.874	0.02626
50.637	0.01032
6.981	0.38444
70.753	0.0208
82.214	0.03008
71.869	0.02593
11.086	0.57812
48.933	0.01051
87.921	0.00997
33.354	0.02954
25.189	0.02827
67.683	0.02163
7.313	0.12105
38.366	0.02167
40.75	0.04314
52.237	0.04616
34.733	0.04059
81.686	0.02055
50.533	0.0136
78.564	0.02403
73.087	0.04895
14.733	0.63992
19.157	0.12979
50.903	0.03801
20.457	0.69225
48.855	0.0515
42.846	0.03006
46.837	0.08112
48.498	0.01275
60.503	0.0132
23.598	0.0396
8.476	0.65928
80.327	0.01256
34.266	0.06132
83.757	0.03499
10.949	0.20674
54.052	0.02197
66.028	0.02477
26.529	0.08562
82.994	0.01997
23.711	0.10518
40.041	0.03157
83.956	0.02456
66.786	0.03105
31.665	0.05073
24.987	0.04544
30.865	0.06053
28.815	0.11925
68.656	0.00773
74.103	0.03375
20.62	0.06866
48.247	0.02454
61.119	0.02856
2.084	0.56724
47.604	0.06389
67.229	0.02811
8.107	0.52825
52.105	0.02642
17.084	0.04062
17.961	0.0514
59.682	0.02652
43.633	0.02093
60.907	0.01499
23.136	0.07712
80.152	0.0252
23.835	0.09627
82.586	0.03545
54.101	0.03756
57.308	0.02081
57.741	0.01271
60.056	0.01286
87.614	0.00962
59.098	0.0244
81.558	0.02147
58.539	0.0189
33.441	0.0362
39.223	0.01721
47.446	0.01321
54.502	0.00849
18.666	0.02865
35.19	0.06516
82.047	0.02903
27.044	0.03681
49.611	0.02484
53.747	0.01371
30.395	0.03746
34.157	0.02162
35.3	0.03401
27.764	0.06967
12.705	0.07121
63.03	0.0178
76.366	0.02166
83.508	0.03408
77.913	0.01377
10.382	0.33623
39.304	0.01152
27.555	0.07262
3.206	0.80384
5.717	0.79492
7.741	0.55913
19.972	0.15796
65.625	0.02957
4.028	0.55161
6.825	0.26751
70.66	0.02478
28.008	0.0452
50.689	0.0233
82.169	0.02318
67.964	0.01007
21.225	0.59762
47.245	0.06986
40.333	0.032
10.627	0.21106
50.335	0.05851
35.275	0.04812
66.438	0.0089
37.992	0.05128
24.672	0.04956
67.976	0.04107
35.459	0.02816
45.598	0.08638
82.739	0.02058
30.7	0.01972
55.09	0.03335
49.76	0.01571
0.936	0.62887
65.894	0.01551
76.387	0.03786
74.919	0.03662
60.788	0.02243
40.785	0.06758
80.922	0.01926
46.517	0.05812
65.052	0.01755
69.492	0.0125
38.949	0.05258
58.636	0.00962
46.006	0.0249
71.577	0.00903
57.164	0.04437
12.894	0.35525
75.543	0.01275
81.302	0.0271
19.544	0.09807
15.606	0.15534
4.764	0.38233
67.321	0.02067
83.387	0.02197
18.457	0.37064
35.993	0.05553
57.915	0.0071
39.821	0.10384
47.253	0.06622
44.37	0.07255
41.802	0.0919
34.544	0.02104
19.405	0.0846
42.181	0.05526
65.714	0.03068
9.614	0.53053
75.455	0.02261
59.551	0.02382
67.832	0.02395
13.841	0.18084
82.163	0.01774
52.1	0.03257
6.424	0.48898
15.71	0.11075
67.169	0.00649
54.039	0.01033
68.569	0.02019
23.26	0.0518
45.284	0.07538
44.565	0.08967
23.066	0.08055
75.608	0.02381
28.567	0.04848
77.039	0.02225
68.267	0.0318
16.083	0.23303
68.682	0.02298
64.744	0.02852
30.911	0.0482
38.488	0.08753
42.342	0.03864
12.881	0.12937
32.619	0.05441
77.509	0.02764
24.857	0.06148
19.18	0.03091
84.462	0.01226
76.411	0.01914
31.724	0.06795
34.616	0.09201
85.371	0.01711
4.109	0.33452
81.143	0.02437
42.253	0.11734
8.08	0.29404
50.06	0.01972
87.171	0.01012
11.716	0.18179
28.984	0.11213
53.105	0.0417
72.712	0.01004
44.941	0.02321
16.497	0.1579
0.399	0.73371
57.577	0.0245
78.308	0.02231
82.1	0.01835
84.466	0.01234
66.223	0.01677
10.112	0.05272
58.388	0.03338
4.41	0.96027
63.223	0.01707
69.488	0.02626
56.39	0.02704
87.919	0.01312
66.193	0.01616
46.024	0.01749
27.85	0.07171
55.646	0.03966
21.54	0.05983
33.519	0.12213
86.813	0.01152
37.372	0.0631
65.543	0.02464
49.111	0.05541
1.019	0.94707
9.612	0.20912
5.123	0.72405
7.06	0.43242
18.375	0.1967
60.723	0.03089
43.467	0.07702
47.484	0.01061
85.176	0.01459
32.102	0.08321
32.77	0.07427
46.964	0.03779
41.828	0.04486
4.134	0.51125
22.235	0.05307
19.18	0.2359
29.319	0.039
43.678	0.01903
24.807	0.12884
3.928	0.56701
23.892	0.08683
47.075	0.03994
73.555	0.02938
51.222	0.03046
33.359	0.04205
34.068	0.27035
73.994	0.03282
75.538	0.02521
45.084	0.05256
36.566	0.03411
63.443	0.02511
38.861	0.04629
11.649	0.14263
40.625	0.01567
74.578	0.01917
47.211	0.01169
34.827	0.0222
80.162	0.02406
71.518	0.02613
41.593	0.03453
82.659	0.02043
10.085	0.77238
53.4	0.05143
37.375	0.08787
28.033	0.14412
14.44	0.10563
13.031	0.12991
27.586	0.04789
65.833	0.01174
30.213	0.02729
85.427	0.02999
13.915	0.11415
46.507	0.01095
45.781	0.01514
25.248	0.41153
62.189	0.01744
15.823	0.26698
73.897	0.01439
50.361	0.00955
36.717	0.02054
78.241	0.02005
51.042	0.06459
57.533	0.01061
7.795	0.32899
43.425	0.00826
10.942	0.12364
67.934	0.008
13.363	0.18656
83.184	0.01759
31.208	0.11942
21.773	0.16871
54.416	0.04568
61.253	0.02438
86.447	0.01623
7.576	0.07861
22.343	0.16038
25.881	0.23803
39.872	0.05777
56.289	0.02499
24.099	0.05549
61.045	0.01279
64.435	0.03088
31.216	0.08115
72.063	0.01126
42.904	0.01919
16.726	0.07729
13.087	0.03255
73.965	0.01904
31.354	0.06375
38.956	0.01344
27.429	0.05183
13.193	0.16408
18.088	0.11537
82.983	0.01274
